x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.27888941764831543,0.24652507901191711,0.238228440284729,0.2374035120010376,0.23230911791324615,0.30498671531677246,0.37444573640823364,0.3588937819004059,0.33485427498817444,0.3544214963912964,0.4164537787437439,0.39701780676841736,0.3747521638870239,0.3966014087200165,0.4544762670993805,0.4332173764705658,0.41137322783470154,0.4330542981624603,0.4806496500968933,0.4596479535102844,0.43915650248527527,1.0888665914535522,0.9681316018104553,0.8193764686584473,0.6947847604751587,0.6027088761329651,0.7771421670913696,0.6786940097808838,0.7192746996879578,0.7674198150634766,0.8438333868980408,0.7350442409515381,0.7718174457550049,0.8208246231079102,0.9149166345596313,0.803440272808075,0.8375983238220215,0.8824785351753235,0.9876673221588135,0.8820691108703613,0.9047606587409973,0.9415858387947083,A
0.28929123282432556,0.24694877862930298,0.22909407317638397,0.22459061443805695,0.21529130637645721,0.30150890350341797,0.3624227046966553,0.35700100660324097,0.33724620938301086,0.3543583154678345,0.4061231315135956,0.39834064245224,0.3803951144218445,0.4024318754673004,0.44550153613090515,0.43305703997612,0.4155195355415344,0.4447479248046875,0.47654035687446594,0.46148788928985596,0.4460809528827667,1.0786337852478027,0.9471200108528137,0.795353353023529,0.6660190224647522,0.5790593028068542,0.7401413321495056,0.6305234432220459,0.6738274097442627,0.7269898653030396,0.7904747128486633,0.6662267446517944,0.7053416967391968,0.7564681172370911,0.8500423431396484,0.7248725891113281,0.7559715509414673,0.7990995049476624,0.9170761108398438,0.8065959215164185,0.8247391581535339,0.8608526587486267,A
0.2898862659931183,0.23896846175193787,0.21318423748016357,0.20543724298477173,0.19312985241413116,0.2788170874118805,0.34078142046928406,0.33654576539993286,0.31766659021377563,0.33664801716804504,0.3883116543292999,0.3812856376171112,0.36382821202278137,0.39021435379981995,0.4322037696838379,0.4208705425262451,0.40377432107925415,0.4388033449649811,0.46824952960014343,0.4544229507446289,0.44038474559783936,1.074352741241455,0.9430376887321472,0.7902331352233887,0.6582670211791992,0.5720118880271912,0.7261698842048645,0.6135830283164978,0.6632694602012634,0.718184232711792,0.7705260515213013,0.6506379842758179,0.6948555707931519,0.7462506294250488,0.8241207599639893,0.7021488547325134,0.7389980554580688,0.7845316529273987,0.8840416669845581,0.7650837302207947,0.7925570607185364,0.8349918723106384,A
0.27644938230514526,0.22782500088214874,0.20358239114284515,0.19269005954265594,0.17729562520980835,0.2604869306087494,0.3309168219566345,0.32588931918144226,0.3030388355255127,0.31846797466278076,0.37836191058158875,0.37020525336265564,0.3507530391216278,0.3739843964576721,0.4230697453022003,0.41016560792922974,0.3917318284511566,0.4252200126647949,0.45950645208358765,0.44498148560523987,0.4304273724555969,1.0819910764694214,0.9485102295875549,0.7901617288589478,0.6598050594329834,0.5714887380599976,0.7359578609466553,0.6107649207115173,0.6606718897819519,0.7169486284255981,0.7834205031394958,0.6507389545440674,0.6993857026100159,0.7509803771972656,0.8390476703643799,0.7035620212554932,0.7495274543762207,0.7987779974937439,0.899417519569397,0.7704628705978394,0.8055977821350098,0.8505669236183167,A
0.26862961053848267,0.2170438915491104,0.18997518718242645,0.1787239909172058,0.1633490025997162,0.2410617172718048,0.3173328936100006,0.3142150640487671,0.29255804419517517,0.29972556233406067,0.36512425541877747,0.3571337163448334,0.33656489849090576,0.3557868003845215,0.40986475348472595,0.39704740047454834,0.37753239274024963,0.40864917635917664,0.4493407607078552,0.43458324670791626,0.4167620837688446,1.0965244770050049,0.9685530662536621,0.8066854476928711,0.6741979718208313,0.5778915286064148,0.7511987090110779,0.6202390193939209,0.6668011546134949,0.7235195636749268,0.8057568669319153,0.6590231657028198,0.7063512206077576,0.7632752656936646,0.8652740120887756,0.7141376733779907,0.760776698589325,0.8156963586807251,0.9276405572891235,0.7832005620002747,0.815270185470581,0.8645961284637451,A
0.25288280844688416,0.20357267558574677,0.1801278293132782,0.16952286660671234,0.15560361742973328,0.22761085629463196,0.3103683590888977,0.30792123079299927,0.28330159187316895,0.2845187783241272,0.3552281856536865,0.3477388322353363,0.32498735189437866,0.3400871753692627,0.3999194800853729,0.388235479593277,0.3662356436252594,0.3931645154953003,0.4392004609107971,0.4260346293449402,0.40605807304382324,1.1200679540634155,0.9856221675872803,0.8160241842269897,0.6798593401908875,0.5805220007896423,0.7541748881340027,0.6223500967025757,0.6729717254638672,0.7322559356689453,0.8099108338356018,0.6647039651870728,0.7172430157661438,0.7745093107223511,0.87270188331604,0.7211198210716248,0.7722297310829163,0.8265134692192078,0.9408663511276245,0.7931860685348511,0.8298781514167786,0.8796295523643494,A
0.2532934844493866,0.19778311252593994,0.17068254947662354,0.16052715480327606,0.1463606059551239,0.21067464351654053,0.3012661933898926,0.2982988655567169,0.27153730392456055,0.2682132422924042,0.34482118487358093,0.33729633688926697,0.31242579221725464,0.3256998360157013,0.390520840883255,0.37989339232444763,0.35649681091308594,0.3810659646987915,0.4302044212818146,0.4172239303588867,0.3957267999649048,1.1289070844650269,0.9864411950111389,0.8099091053009033,0.6755921840667725,0.5794747471809387,0.7491532564163208,0.6224433779716492,0.6751599311828613,0.7338621616363525,0.8041409850120544,0.6651836037635803,0.7189615964889526,0.7763908505439758,0.8657979965209961,0.7209939360618591,0.7760916352272034,0.8305044174194336,0.9320377111434937,0.7900541424751282,0.8346306085586548,0.8854953646659851,A
0.24043622612953186,0.18415655195713043,0.15826131403446198,0.15092037618160248,0.13846302032470703,0.1895984709262848,0.28338101506233215,0.28178057074546814,0.25604450702667236,0.24706551432609558,0.33116456866264343,0.32366129755973816,0.29689162969589233,0.30521148443222046,0.3764423429965973,0.3668000102043152,0.34176668524742126,0.35973331332206726,0.41557568311691284,0.4037942588329315,0.3799443244934082,1.1395288705825806,0.9926682710647583,0.8069243431091309,0.6699842214584351,0.5699505805969238,0.7543784976005554,0.6272997856140137,0.6809875965118408,0.7450027465820312,0.8101705312728882,0.6656213402748108,0.7225832343101501,0.7827870845794678,0.8713359236717224,0.7207499146461487,0.7803961634635925,0.8352777361869812,0.936830461025238,0.794050395488739,0.8422059416770935,0.89300537109375,A
0.2165956199169159,0.16845911741256714,0.14774660766124725,0.14119704067707062,0.12569081783294678,0.1766977310180664,0.27173811197280884,0.26968079805374146,0.2442559152841568,0.23278988897800446,0.3193798363208771,0.3101899027824402,0.2833205461502075,0.29048338532447815,0.3648836016654968,0.35301366448402405,0.3281088173389435,0.3439956605434418,0.40288105607032776,0.3902292847633362,0.3670892119407654,1.1243354082107544,0.9789250493049622,0.7971300482749939,0.6628977060317993,0.5681934356689453,0.753014862537384,0.6260825991630554,0.6789983510971069,0.7450457215309143,0.811378002166748,0.6604704260826111,0.7181794047355652,0.7799832820892334,0.8736193776130676,0.7154299020767212,0.7752293348312378,0.8294286727905273,0.9393818974494934,0.7928852438926697,0.8378085494041443,0.8865247964859009,A
0.22514206171035767,0.16544164717197418,0.14203029870986938,0.1369464099407196,0.12037625908851624,0.16487383842468262,0.26397085189819336,0.26233869791030884,0.23323799669742584,0.219081848859787,0.31052958965301514,0.30318939685821533,0.27361083030700684,0.276701956987381,0.35509780049324036,0.3462671637535095,0.3195674419403076,0.3318987190723419,0.3906159996986389,0.3799819350242615,0.35629189014434814,1.118916630744934,0.9734317660331726,0.7931549549102783,0.6542518734931946,0.5575442314147949,0.7299634218215942,0.616387128829956,0.6711772084236145,0.7318118810653687,0.7859340906143188,0.654330849647522,0.7143852710723877,0.7708702683448792,0.8486992716789246,0.7036831378936768,0.7670721411705017,0.8190985918045044,0.9169963002204895,0.777979850769043,0.8317952752113342,0.8808884620666504,A
